signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
3-11-5-3-24-0,3,11.0,5.0,3,24,0,15,0,1,50,0.32,0.06596969000988256,44.04
2-9-7-3-16-0,2,9.0,7.0,3,16,0,18,14,2,50,0.32,0.06596969000988256,49.32
2-9-0-2-9-1,2,9.0,0.0,2,9,1,33,31,3,50,0.32,0.06596969000988256,50.34
2-12-0-3-12-0,2,12.0,0.0,3,12,0,37,34,1,50,0.32,0.06596969000988256,51.6
2-8-5-2-13-0,2,8.0,5.0,2,13,0,16,4,1,50,0.32,0.06596969000988256,52.08
3-13-0-2-16-0,3,13.0,0.0,2,16,0,21,18,1,50,0.32,0.06596969000988256,51.46
3-11-7-4-28-1,3,11.0,7.0,4,28,1,32,25,1,50,0.32,0.06596969000988256,53.64
3-13-4-3-27-0,3,13.0,4.0,3,27,0,17,8,1,50,0.32,0.06596969000988256,52.58
3-13-3-2-20-0,3,13.0,3.0,2,20,0,15,8,2,50,0.32,0.06596969000988256,53.5
4-12-0-2-28-0,4,12.0,0.0,2,28,0,16,0,1,50,0.32,0.06596969000988256,51.76
3-10-0-3-15-1,3,10.0,0.0,3,15,1,37,25,1,50,0.32,0.06596969000988256,47.02
3-10-5-3-22-0,3,10.0,5.0,3,22,0,28,14,1,50,0.32,0.06596969000988256,48.24
2-7-2-3-9-1,2,7.0,2.0,3,9,1,33,31,3,50,0.32,0.06596969000988256,47.46
2-11-2-5-13-1,2,11.0,2.0,5,13,1,34,31,1,50,0.32,0.06596969000988256,49.34
3-6-4-2-15-0,3,6.0,4.0,2,15,0,43,18,1,50,0.32,0.06596969000988256,45.96
3-13-6-3-30-1,3,13.0,6.0,3,30,1,32,15,1,50,0.32,0.06596969000988256,50.04
3-7-0-3-10-1,3,7.0,0.0,3,10,1,37,35,1,50,0.32,0.06596969000988256,49.72
3-9-3-3-16-0,3,9.0,3.0,3,16,0,20,14,1,50,0.32,0.06596969000988256,48.98
3-10-4-2-19-0,3,10.0,4.0,2,19,0,26,10,2,50,0.32,0.06596969000988256,46.9
3-12-2-3-18-0,3,12.0,2.0,3,18,0,15,8,1,50,0.32,0.06596969000988256,49.22
3-12-4-3-22-1,3,12.0,4.0,3,22,1,39,21,2,50,0.32,0.06596969000988256,49.46
4-11-2-2-20-0,4,11.0,2.0,2,20,0,11,4,1,50,0.32,0.06596969000988256,48.18
3-12-5-3-23-0,3,12.0,5.0,3,23,0,44,20,1,50,0.32,0.06596969000988256,49.5
2-14-5-2-19-0,2,14.0,5.0,2,19,0,45,32,2,50,0.3,0.0648074069840786,51.3
4-11-4-2-26-0,4,11.0,4.0,2,26,0,42,14,1,50,0.3,0.0648074069840786,47.94
2-10-5-2-15-0,2,10.0,5.0,2,15,0,32,20,1,50,0.3,0.0648074069840786,43.92
2-11-0-4-11-1,2,11.0,0.0,4,11,1,18,15,1,50,0.3,0.0648074069840786,46.7
2-4-0-2-4-1,2,4.0,0.0,2,4,1,37,33,1,50,0.3,0.0648074069840786,48.3
2-6-0-2-6-1,2,6.0,0.0,2,6,1,36,25,1,50,0.3,0.0648074069840786,50.54
2-12-5-4-17-0,2,12.0,5.0,4,17,0,37,24,2,50,0.3,0.0648074069840786,49.02
3-9-0-3-15-0,3,9.0,0.0,3,15,0,21,8,1,50,0.3,0.0648074069840786,49.28
4-12-2-3-25-0,4,12.0,2.0,3,25,0,19,10,1,50,0.3,0.0648074069840786,52.58
3-8-3-3-18-1,3,8.0,3.0,3,18,1,19,15,1,50,0.3,0.0648074069840786,51.28
4-10-2-2-29-0,4,10.0,2.0,2,29,0,24,18,1,50,0.3,0.0648074069840786,49.66
2-7-2-4-9-1,2,7.0,2.0,4,9,1,33,31,1,50,0.3,0.0648074069840786,49.42
3-11-0-3-16-0,3,11.0,0.0,3,16,0,27,14,1,50,0.3,0.0648074069840786,50.1
4-11-2-2-24-0,4,11.0,2.0,2,24,0,13,4,2,50,0.3,0.0648074069840786,48.02
3-9-0-3-16-0,3,9.0,0.0,3,16,0,28,24,1,50,0.3,0.0648074069840786,50.1
2-13-10-3-23-0,2,13.0,10.0,3,23,0,23,18,3,50,0.3,0.0648074069840786,49.62
2-12-2-5-14-0,2,12.0,2.0,5,14,0,27,24,1,50,0.3,0.0648074069840786,49.66
3-8-3-2-15-0,3,8.0,3.0,2,15,0,30,24,1,50,0.3,0.0648074069840786,46.34
3-9-3-3-18-0,3,9.0,3.0,3,18,0,23,10,2,50,0.3,0.0648074069840786,46.9
2-9-6-3-15-1,2,9.0,6.0,3,15,1,38,25,2,50,0.3,0.0648074069840786,52.2
3-5-2-3-11-1,3,5.0,2.0,3,11,1,25,11,1,50,0.3,0.0648074069840786,41.7
1-4-4-5-4-2,1,4.0,4.0,5,4,2,40,36,1,50,0.3,0.0648074069840786,45.74
1-13-13-4-13-0,1,13.0,13.0,4,13,0,17,14,1,50,0.3,0.0648074069840786,47.28
3-12-3-2-23-0,3,12.0,3.0,2,23,0,19,14,1,50,0.3,0.0648074069840786,47.78
3-7-2-3-14-0,3,7.0,2.0,3,14,0,30,18,3,50,0.3,0.0648074069840786,46.52
2-9-7-3-16-2,2,9.0,7.0,3,16,2,30,26,3,50,0.3,0.0648074069840786,46.74
4-7-0-2-12-0,4,7.0,0.0,2,12,0,2,0,1,50,0.3,0.0648074069840786,47.56
3-9-3-3-18-1,3,9.0,3.0,3,18,1,38,25,1,50,0.3,0.0648074069840786,49.38
2-13-7-4-20-0,2,13.0,7.0,4,20,0,29,24,2,50,0.3,0.0648074069840786,51.22
2-5-2-2-7-1,2,5.0,2.0,2,7,1,21,11,2,50,0.3,0.0648074069840786,41.06
3-14-0-4-20-1,3,14.0,0.0,4,20,1,35,21,1,50,0.3,0.0648074069840786,51.8
4-13-2-2-23-0,4,13.0,2.0,2,23,0,21,8,1,50,0.3,0.0648074069840786,51.6
2-11-10-2-21-0,2,11.0,10.0,2,21,0,5,0,1,50,0.3,0.0648074069840786,43.34
3-14-0-4-20-0,3,14.0,0.0,4,20,0,28,14,1,50,0.3,0.0648074069840786,46.64
3-10-3-3-22-1,3,10.0,3.0,3,22,1,15,11,2,50,0.3,0.0648074069840786,48.36
3-9-4-4-21-0,3,9.0,4.0,4,21,0,32,24,1,50,0.3,0.0648074069840786,53.04
3-10-3-3-22-0,3,10.0,3.0,3,22,0,28,24,1,50,0.3,0.0648074069840786,48.06
3-9-2-3-16-0,3,9.0,2.0,3,16,0,30,18,1,50,0.3,0.0648074069840786,49.78
3-11-3-3-24-1,3,11.0,3.0,3,24,1,20,15,1,50,0.3,0.0648074069840786,48.42
3-13-0-2-15-0,3,13.0,0.0,2,15,0,17,14,1,50,0.3,0.0648074069840786,48.56
2-10-8-2-18-1,2,10.0,8.0,2,18,1,23,19,1,50,0.3,0.0648074069840786,47.56
2-14-4-4-18-0,2,14.0,4.0,4,18,0,25,18,1,50,0.3,0.0648074069840786,47.64
3-9-3-4-19-1,3,9.0,3.0,4,19,1,23,19,2,50,0.3,0.0648074069840786,47.96
3-11-0-2-15-0,3,11.0,0.0,2,15,0,25,18,1,50,0.3,0.0648074069840786,46.96
2-7-6-3-13-0,2,7.0,6.0,3,13,0,37,24,2,50,0.3,0.0648074069840786,45.08
3-13-2-3-18-0,3,13.0,2.0,3,18,0,17,14,2,50,0.3,0.0648074069840786,49.24
3-11-4-3-22-0,3,11.0,4.0,3,22,0,19,10,1,50,0.3,0.0648074069840786,49.24
2-4-3-2-7-0,2,4.0,3.0,2,7,0,38,34,1,50,0.3,0.0648074069840786,43.04
2-10-5-3-15-2,2,10.0,5.0,3,15,2,38,26,1,50,0.3,0.0648074069840786,47.48
2-9-6-3-15-0,2,9.0,6.0,3,15,0,37,24,1,50,0.3,0.0648074069840786,49.9
3-8-5-4-20-0,3,8.0,5.0,4,20,0,18,4,1,50,0.3,0.0648074069840786,46.32
2-8-7-2-15-1,2,8.0,7.0,2,15,1,39,35,1,50,0.3,0.0648074069840786,50.18
3-11-4-3-21-0,3,11.0,4.0,3,21,0,42,24,1,50,0.3,0.0648074069840786,50.38
3-11-3-3-23-0,3,11.0,3.0,3,23,0,15,10,1,50,0.3,0.0648074069840786,49.22
2-9-0-2-9-0,2,9.0,0.0,2,9,0,20,18,1,50,0.3,0.0648074069840786,45.82
3-10-5-3-22-1,3,10.0,5.0,3,22,1,29,15,1,50,0.3,0.0648074069840786,45.2
3-14-7-2-30-3,3,14.0,7.0,2,30,3,44,37,1,50,0.3,0.0648074069840786,51.24
2-8-7-3-15-1,2,8.0,7.0,3,15,1,29,25,4,50,0.3,0.0648074069840786,50.36
2-5-3-2-8-2,2,5.0,3.0,2,8,2,42,32,2,50,0.3,0.0648074069840786,47.2
3-7-3-2-15-1,3,7.0,3.0,2,15,1,31,19,1,50,0.3,0.0648074069840786,43.24
1-11-11-4-11-1,1,11.0,11.0,4,11,1,18,15,2,50,0.28,0.06349803146555018,44.58
3-10-2-3-16-1,3,10.0,2.0,3,16,1,21,15,5,50,0.28,0.06349803146555018,47.98
3-8-3-3-16-0,3,8.0,3.0,3,16,0,16,4,1,50,0.28,0.06349803146555018,45.6
1-2-2-5-2-2,1,2.0,2.0,5,2,2,36,36,1,50,0.28,0.06349803146555018,49.02
4-4-0-2-9-0,4,4.0,0.0,2,9,0,12,8,1,50,0.28,0.06349803146555018,44.04
4-7-0-3-15-0,4,7.0,0.0,3,15,0,21,8,1,50,0.28,0.06349803146555018,47.74
3-14-4-3-24-1,3,14.0,4.0,3,24,1,49,31,1,50,0.28,0.06349803146555018,53.42
2-5-2-3-7-1,2,5.0,2.0,3,7,1,33,23,1,50,0.28,0.06349803146555018,45.5
3-13-6-4-26-0,3,13.0,6.0,4,26,0,20,4,1,50,0.28,0.06349803146555018,51.38
3-12-3-3-21-0,3,12.0,3.0,3,21,0,38,24,1,50,0.28,0.06349803146555018,49.64
4-9-0-3-22-0,4,9.0,0.0,3,22,0,24,10,1,50,0.28,0.06349803146555018,49.06
3-10-4-3-22-0,3,10.0,4.0,3,22,0,18,10,1,50,0.28,0.06349803146555018,48.32
3-9-2-3-17-0,3,9.0,2.0,3,17,0,31,18,1,50,0.28,0.06349803146555018,46.74
3-9-0-4-16-0,3,9.0,0.0,4,16,0,8,4,1,50,0.28,0.06349803146555018,48.16
3-13-3-4-24-0,3,13.0,3.0,4,24,0,19,14,1,50,0.28,0.06349803146555018,47.62
3-10-2-2-17-0,3,10.0,2.0,2,17,0,26,14,1,50,0.28,0.06349803146555018,42.64
3-8-3-3-16-1,3,8.0,3.0,3,16,1,41,29,1,50,0.28,0.06349803146555018,51.9
4-7-3-2-19-3,4,7.0,3.0,2,19,3,49,33,1,50,0.28,0.06349803146555018,47.76
3-10-4-2-21-0,3,10.0,4.0,2,21,0,28,20,2,50,0.28,0.06349803146555018,45.3
2-6-4-2-10-1,2,6.0,4.0,2,10,1,40,25,1,50,0.28,0.06349803146555018,45.46
3-4-2-3-9-1,3,4.0,2.0,3,9,1,15,11,1,50,0.28,0.06349803146555018,46.7
2-7-5-2-12-1,2,7.0,5.0,2,12,1,27,15,1,50,0.28,0.06349803146555018,45.78
3-12-2-2-17-0,3,12.0,2.0,2,17,0,13,10,2,50,0.28,0.06349803146555018,48.54
2-11-0-3-11-1,2,11.0,0.0,3,11,1,28,25,4,50,0.28,0.06349803146555018,50.2
3-10-4-3-19-0,3,10.0,4.0,3,19,0,30,14,1,50,0.28,0.06349803146555018,46.42
2-4-0-2-4-0,2,4.0,0.0,2,4,0,12,8,1,50,0.28,0.06349803146555018,42.14
2-14-7-4-21-0,2,14.0,7.0,4,21,0,19,14,2,50,0.28,0.06349803146555018,49.16
2-6-3-2-9-0,2,6.0,3.0,2,9,0,25,14,1,50,0.28,0.06349803146555018,44.0
3-11-0-3-13-1,3,11.0,0.0,3,13,1,28,25,1,50,0.28,0.06349803146555018,49.24
3-12-0-2-18-0,3,12.0,0.0,2,18,0,28,14,2,50,0.28,0.06349803146555018,48.6
4-10-3-3-27-0,4,10.0,3.0,3,27,0,18,4,1,50,0.28,0.06349803146555018,48.42
2-12-9-3-21-0,2,12.0,9.0,3,21,0,23,18,1,50,0.28,0.06349803146555018,49.18
2-11-10-4-21-1,2,11.0,10.0,4,21,1,24,19,1,50,0.28,0.06349803146555018,49.18
3-12-0-4-21-1,3,12.0,0.0,4,21,1,26,21,1,50,0.28,0.06349803146555018,50.04
3-7-3-4-15-1,3,7.0,3.0,4,15,1,47,35,1,50,0.28,0.06349803146555018,48.96
2-10-2-3-12-1,2,10.0,2.0,3,12,1,23,21,5,50,0.28,0.06349803146555018,50.06
3-11-0-2-16-0,3,11.0,0.0,2,16,0,31,18,2,50,0.28,0.06349803146555018,47.56
2-10-0-2-10-1,2,10.0,0.0,2,10,1,27,25,2,50,0.28,0.06349803146555018,45.22
2-10-8-5-18-1,2,10.0,8.0,5,18,1,29,25,1,50,0.28,0.06349803146555018,46.94
3-9-0-3-15-1,3,9.0,0.0,3,15,1,24,11,1,50,0.28,0.06349803146555018,47.62
3-12-4-3-26-0,3,12.0,4.0,3,26,0,23,14,1,50,0.28,0.06349803146555018,45.94
3-4-0-3-6-2,3,4.0,0.0,3,6,2,26,22,1,50,0.28,0.06349803146555018,50.3
2-11-3-5-14-1,2,11.0,3.0,5,14,1,28,25,1,50,0.28,0.06349803146555018,45.36
3-9-3-2-16-0,3,9.0,3.0,2,16,0,16,10,1,50,0.28,0.06349803146555018,45.7
3-12-7-2-28-0,3,12.0,7.0,2,28,0,21,14,2,50,0.28,0.06349803146555018,52.74
3-8-2-2-14-1,3,8.0,2.0,2,14,1,27,21,1,50,0.28,0.06349803146555018,44.68
2-11-7-4-18-1,2,11.0,7.0,4,18,1,30,25,1,50,0.28,0.06349803146555018,48.12
2-8-2-4-10-0,2,8.0,2.0,4,10,0,26,24,1,50,0.28,0.06349803146555018,45.64
4-7-0-2-13-0,4,7.0,0.0,2,13,0,24,18,3,50,0.26,0.06203224967708329,48.12
3-11-3-2-20-0,3,11.0,3.0,2,20,0,42,28,1,50,0.26,0.06203224967708329,46.36
3-9-2-3-14-0,3,9.0,2.0,3,14,0,2,0,4,50,0.26,0.06203224967708329,45.22
2-6-4-2-10-0,2,6.0,4.0,2,10,0,27,12,1,50,0.26,0.06203224967708329,41.0
2-7-0-3-7-2,2,7.0,0.0,3,7,2,42,40,3,50,0.26,0.06203224967708329,44.66
2-5-0-3-5-1,2,5.0,0.0,3,5,1,41,31,3,50,0.26,0.06203224967708329,45.08
3-8-0-3-12-0,3,8.0,0.0,3,12,0,34,28,1,50,0.26,0.06203224967708329,49.82
3-8-0-2-12-0,3,8.0,0.0,2,12,0,20,14,1,50,0.26,0.06203224967708329,45.54
3-10-2-2-15-0,3,10.0,2.0,2,15,0,20,18,1,50,0.26,0.06203224967708329,48.54
2-5-3-3-8-2,2,5.0,3.0,3,8,2,46,36,3,50,0.26,0.06203224967708329,47.3
3-10-0-2-15-1,3,10.0,0.0,2,15,1,31,19,1,50,0.26,0.06203224967708329,43.18
2-11-6-5-17-1,2,11.0,6.0,5,17,1,39,25,1,50,0.26,0.06203224967708329,46.04
3-8-4-2-17-0,3,8.0,4.0,2,17,0,26,10,1,50,0.26,0.06203224967708329,45.72
3-7-0-4-11-0,3,7.0,0.0,4,11,0,20,14,1,50,0.26,0.06203224967708329,42.44
3-8-2-3-14-0,3,8.0,2.0,3,14,0,24,18,1,50,0.26,0.06203224967708329,43.32
3-11-5-3-22-0,3,11.0,5.0,3,22,0,32,8,1,50,0.26,0.06203224967708329,46.02
2-13-6-4-19-1,2,13.0,6.0,4,19,1,53,39,3,50,0.26,0.06203224967708329,48.5
3-7-0-2-10-0,3,7.0,0.0,2,10,0,6,4,1,50,0.26,0.06203224967708329,48.1
3-9-0-2-14-0,3,9.0,0.0,2,14,0,26,14,2,50,0.26,0.06203224967708329,43.0
2-3-2-4-5-2,2,3.0,2.0,4,5,2,32,32,1,50,0.26,0.06203224967708329,44.16
2-7-4-4-11-1,2,7.0,4.0,4,11,1,41,35,1,50,0.26,0.06203224967708329,46.44
2-9-4-2-13-0,2,9.0,4.0,2,13,0,30,24,2,50,0.26,0.06203224967708329,47.3
3-11-5-4-22-0,3,11.0,5.0,4,22,0,38,14,1,50,0.26,0.06203224967708329,47.58
3-14-3-4-23-0,3,14.0,3.0,4,23,0,28,14,1,50,0.26,0.06203224967708329,49.44
1-13-13-3-13-0,1,13.0,13.0,3,13,0,27,24,1,50,0.26,0.06203224967708329,51.98
3-7-0-3-13-1,3,7.0,0.0,3,13,1,38,25,1,50,0.26,0.06203224967708329,49.08
2-5-0-2-5-0,2,5.0,0.0,2,5,0,24,14,1,50,0.26,0.06203224967708329,43.18
4-9-0-3-19-0,4,9.0,0.0,3,19,0,12,8,1,50,0.26,0.06203224967708329,48.38
2-11-6-3-17-2,2,11.0,6.0,3,17,2,40,26,2,50,0.26,0.06203224967708329,47.26
2-12-11-2-23-0,2,12.0,11.0,2,23,0,6,0,2,50,0.26,0.06203224967708329,45.14
4-8-2-2-20-0,4,8.0,2.0,2,20,0,8,4,2,50,0.26,0.06203224967708329,47.58
3-8-3-3-15-0,3,8.0,3.0,3,15,0,20,14,1,50,0.26,0.06203224967708329,43.56
3-6-0-2-8-1,3,6.0,0.0,2,8,1,40,29,1,50,0.26,0.06203224967708329,46.74
1-0-0-4-0-1,1,0.0,0.0,4,0,1,31,31,1,50,0.26,0.06203224967708329,40.92
3-12-0-4-15-0,3,12.0,0.0,4,15,0,17,14,1,50,0.24,0.060398675482166,44.58
2-12-8-3-20-0,2,12.0,8.0,3,20,0,13,8,5,50,0.24,0.060398675482166,43.3
2-4-2-4-6-2,2,4.0,2.0,4,6,2,34,30,1,50,0.24,0.060398675482166,49.84
3-12-6-3-26-0,3,12.0,6.0,3,26,0,20,4,1,50,0.24,0.060398675482166,41.12
4-6-2-2-15-0,4,6.0,2.0,2,15,0,23,8,1,50,0.24,0.060398675482166,48.62
1-7-7-5-7-2,1,7.0,7.0,5,7,2,44,42,1,50,0.24,0.060398675482166,48.82
2-11-0-2-11-0,2,11.0,0.0,2,11,0,17,14,1,50,0.24,0.060398675482166,47.18
3-9-3-3-19-0,3,9.0,3.0,3,19,0,8,4,1,50,0.24,0.060398675482166,46.82
3-11-2-2-19-0,3,11.0,2.0,2,19,0,28,14,2,50,0.24,0.060398675482166,45.2
3-11-2-2-16-0,3,11.0,2.0,2,16,0,13,10,2,50,0.24,0.060398675482166,43.78
3-8-0-3-13-0,3,8.0,0.0,3,13,0,32,20,1,50,0.24,0.060398675482166,45.34
2-13-9-4-22-0,2,13.0,9.0,4,22,0,19,14,1,50,0.24,0.060398675482166,48.56
2-9-6-2-15-0,2,9.0,6.0,2,15,0,33,20,1,50,0.24,0.060398675482166,45.0
3-10-2-2-21-3,3,10.0,2.0,2,21,3,47,43,1,50,0.24,0.060398675482166,46.5
1-2-2-5-2-1,1,2.0,2.0,5,2,1,39,39,2,50,0.24,0.060398675482166,41.78
2-4-0-4-4-0,2,4.0,0.0,4,4,0,14,10,1,50,0.24,0.060398675482166,43.04
3-5-0-2-8-0,3,5.0,0.0,2,8,0,20,10,1,50,0.24,0.060398675482166,40.66
2-12-7-4-19-1,2,12.0,7.0,4,19,1,26,21,1,50,0.24,0.060398675482166,46.12
3-9-6-2-22-1,3,9.0,6.0,2,22,1,46,31,4,50,0.24,0.060398675482166,48.94
2-9-0-4-9-1,2,9.0,0.0,4,9,1,27,25,1,50,0.24,0.060398675482166,44.2
3-9-4-4-20-1,3,9.0,4.0,4,20,1,23,15,1,50,0.24,0.060398675482166,45.9
2-13-0-2-13-0,2,13.0,0.0,2,13,0,13,10,1,50,0.24,0.060398675482166,49.82
4-7-0-3-14-0,4,7.0,0.0,3,14,0,16,4,1,50,0.24,0.060398675482166,45.9
2-4-0-4-4-1,2,4.0,0.0,4,4,1,25,21,1,50,0.24,0.060398675482166,41.34
3-6-3-2-13-0,3,6.0,3.0,2,13,0,39,24,1,50,0.24,0.060398675482166,45.38
2-11-4-4-15-0,2,11.0,4.0,4,15,0,21,14,1,50,0.24,0.060398675482166,42.52
2-4-0-4-4-2,2,4.0,0.0,4,4,2,34,30,1,50,0.24,0.060398675482166,44.28
3-8-5-2-19-0,3,8.0,5.0,2,19,0,37,14,1,50,0.24,0.060398675482166,45.1
2-12-11-3-23-1,2,12.0,11.0,3,23,1,37,31,1,50,0.24,0.060398675482166,55.2
3-10-7-3-26-0,3,10.0,7.0,3,26,0,24,18,2,50,0.24,0.060398675482166,47.56
1-3-3-5-3-1,1,3.0,3.0,5,3,1,15,15,1,50,0.24,0.060398675482166,43.2
2-6-4-4-10-1,2,6.0,4.0,4,10,1,44,29,1,50,0.24,0.060398675482166,43.28
1-8-8-3-8-2,1,8.0,8.0,3,8,2,38,36,2,50,0.24,0.060398675482166,44.56
3-10-0-2-17-1,3,10.0,0.0,2,17,1,25,21,1,50,0.24,0.060398675482166,46.0
3-9-6-3-23-0,3,9.0,6.0,3,23,0,29,14,1,50,0.24,0.060398675482166,44.78
3-8-2-3-13-1,3,8.0,2.0,3,13,1,23,21,2,50,0.24,0.060398675482166,47.84
2-7-6-3-13-1,2,7.0,6.0,3,13,1,42,29,5,50,0.24,0.060398675482166,45.48
3-5-0-3-9-0,3,5.0,0.0,3,9,0,32,18,2,50,0.24,0.060398675482166,45.98
3-9-2-3-15-1,3,9.0,2.0,3,15,1,31,25,1,50,0.24,0.060398675482166,46.14
3-6-2-2-13-0,3,6.0,2.0,2,13,0,41,20,2,50,0.24,0.060398675482166,45.5
3-4-2-2-9-1,3,4.0,2.0,2,9,1,15,11,1,50,0.24,0.060398675482166,48.3
1-3-3-4-3-0,1,3.0,3.0,4,3,0,4,4,1,50,0.24,0.060398675482166,43.62
2-10-6-4-16-0,2,10.0,6.0,4,16,0,37,24,1,50,0.22,0.05858327406350724,39.52
3-11-3-3-24-0,3,11.0,3.0,3,24,0,25,20,1,50,0.22,0.05858327406350724,48.96
2-9-3-2-12-0,2,9.0,3.0,2,12,0,16,14,2,50,0.22,0.05858327406350724,41.94
3-13-0-3-18-0,3,13.0,0.0,3,18,0,27,14,1,50,0.22,0.05858327406350724,42.82
3-11-3-2-23-0,3,11.0,3.0,2,23,0,13,8,1,50,0.22,0.05858327406350724,42.52
1-10-10-4-10-0,1,10.0,10.0,4,10,0,30,28,1,50,0.22,0.05858327406350724,41.82
2-12-4-2-16-0,2,12.0,4.0,2,16,0,35,28,1,50,0.22,0.05858327406350724,45.44
1-5-5-3-5-1,1,5.0,5.0,3,5,1,29,19,5,50,0.22,0.05858327406350724,41.42
1-9-9-5-9-1,1,9.0,9.0,5,9,1,27,25,1,50,0.22,0.05858327406350724,44.88
3-7-0-2-13-0,3,7.0,0.0,2,13,0,31,18,1,50,0.22,0.05858327406350724,46.5
3-9-6-3-22-0,3,9.0,6.0,3,22,0,29,14,1,50,0.22,0.05858327406350724,45.88
2-9-7-2-16-0,2,9.0,7.0,2,16,0,16,12,2,50,0.22,0.05858327406350724,41.26
3-7-2-3-15-1,3,7.0,2.0,3,15,1,28,15,1,50,0.22,0.05858327406350724,45.36
2-3-2-2-5-1,2,3.0,2.0,2,5,1,35,35,1,50,0.22,0.05858327406350724,46.38
2-7-2-2-9-1,2,7.0,2.0,2,9,1,17,15,1,50,0.22,0.05858327406350724,46.64
2-10-7-2-17-0,2,10.0,7.0,2,17,0,12,8,1,50,0.22,0.05858327406350724,42.1
3-9-4-2-21-0,3,9.0,4.0,2,21,0,22,14,1,50,0.22,0.05858327406350724,43.74
3-4-2-2-9-0,3,4.0,2.0,2,9,0,8,4,1,50,0.22,0.05858327406350724,40.74
3-8-0-2-15-0,3,8.0,0.0,2,15,0,16,12,2,50,0.22,0.05858327406350724,43.14
2-9-5-3-14-0,2,9.0,5.0,3,14,0,26,14,2,50,0.22,0.05858327406350724,45.68
1-12-12-4-12-0,1,12.0,12.0,4,12,0,21,18,2,50,0.22,0.05858327406350724,45.52
3-5-0-3-7-1,3,5.0,0.0,3,7,1,25,15,1,50,0.22,0.05858327406350724,44.44
3-11-3-2-18-1,3,11.0,3.0,2,18,1,32,25,1,50,0.22,0.05858327406350724,48.1
2-11-3-4-14-0,2,11.0,3.0,4,14,0,23,20,1,50,0.22,0.05858327406350724,41.96
4-8-2-2-19-0,4,8.0,2.0,2,19,0,13,0,1,50,0.22,0.05858327406350724,42.46
2-3-0-3-3-0,2,3.0,0.0,3,3,0,14,14,1,50,0.22,0.05858327406350724,41.58
2-12-5-3-17-0,2,12.0,5.0,3,17,0,21,8,4,50,0.22,0.05858327406350724,47.96
3-13-5-2-24-0,3,13.0,5.0,2,24,0,28,4,1,50,0.2,0.05656854249492381,49.12
1-4-4-5-4-0,1,4.0,4.0,5,4,0,28,24,1,50,0.2,0.05656854249492381,40.4
3-11-6-2-25-0,3,11.0,6.0,2,25,0,44,28,1,50,0.2,0.05656854249492381,46.24
3-11-0-2-20-0,3,11.0,0.0,2,20,0,15,10,1,50,0.2,0.05656854249492381,46.12
3-8-2-2-13-0,3,8.0,2.0,2,13,0,6,4,2,50,0.2,0.05656854249492381,40.32
3-10-0-2-13-0,3,10.0,0.0,2,13,0,16,14,1,50,0.2,0.05656854249492381,41.32
2-2-0-3-2-0,2,2.0,0.0,3,2,0,4,4,1,50,0.2,0.05656854249492381,40.4
2-3-2-4-5-1,2,3.0,2.0,4,5,1,39,39,2,50,0.2,0.05656854249492381,43.64
2-5-2-4-7-0,2,5.0,2.0,4,7,0,18,8,1,50,0.2,0.05656854249492381,38.8
1-0-0-3-0-0,1,0.0,0.0,3,0,0,28,28,1,50,0.2,0.05656854249492381,40.84
3-12-6-4-25-0,3,12.0,6.0,4,25,0,20,4,1,50,0.2,0.05656854249492381,44.7
2-5-0-3-5-0,2,5.0,0.0,3,5,0,38,28,3,50,0.2,0.05656854249492381,41.7
1-6-6-4-6-1,1,6.0,6.0,4,6,1,42,31,4,50,0.2,0.05656854249492381,40.9
2-12-2-3-14-1,2,12.0,2.0,3,14,1,28,25,1,50,0.2,0.05656854249492381,45.52
3-6-3-2-14-0,3,6.0,3.0,2,14,0,31,10,1,50,0.18,0.054332310828824504,38.94
3-9-2-3-19-0,3,9.0,2.0,3,19,0,8,4,1,50,0.18,0.054332310828824504,42.76
2-6-5-3-11-1,2,6.0,5.0,3,11,1,32,11,2,50,0.18,0.054332310828824504,45.14
3-13-3-2-24-3,3,13.0,3.0,2,24,3,38,33,1,50,0.18,0.054332310828824504,42.42
2-12-10-4-22-1,2,12.0,10.0,4,22,1,30,25,1,50,0.18,0.054332310828824504,47.8
2-6-4-4-10-0,2,6.0,4.0,4,10,0,33,18,1,50,0.18,0.054332310828824504,38.46
2-5-0-4-5-0,2,5.0,0.0,4,5,0,14,4,1,50,0.18,0.054332310828824504,42.58
1-4-4-4-4-0,1,4.0,4.0,4,4,0,32,28,3,50,0.18,0.054332310828824504,39.88
2-12-2-4-14-0,2,12.0,2.0,4,14,0,17,14,1,50,0.18,0.054332310828824504,41.88
2-2-0-4-2-1,2,2.0,0.0,4,2,1,15,15,3,50,0.16,0.05184592558726288,41.28
2-6-3-4-9-0,2,6.0,3.0,4,9,0,25,14,2,50,0.16,0.05184592558726288,39.84
3-7-0-2-9-0,3,7.0,0.0,2,9,0,6,4,2,50,0.16,0.05184592558726288,38.84
2-9-4-3-13-0,2,9.0,4.0,3,13,0,20,14,1,50,0.16,0.05184592558726288,40.36
2-7-5-4-12-1,2,7.0,5.0,4,12,1,41,29,3,50,0.16,0.05184592558726288,40.84
2-4-0-3-4-0,2,4.0,0.0,3,4,0,38,34,3,50,0.16,0.05184592558726288,44.46
