signature,trump_count,strongest_trump_rank,weakest_trump_rank,max_suit_run,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
4-6-11-3-14,4,6.0,11.0,3,14,0,1,100,0.32,0.0466476151587624,53.02
2-1-13-2-31,2,1.0,13.0,2,31,28,1,100,0.32,0.0466476151587624,48.64
2-9-12-3-40,2,9.0,12.0,3,40,30,10,100,0.32,0.0466476151587624,49.26
2-6-8-2-44,2,6.0,8.0,2,44,31,4,100,0.32,0.0466476151587624,50.99
2-9-10-2-37,2,9.0,10.0,2,37,23,1,100,0.32,0.0466476151587624,48.92
2-3-7-3-29,2,3.0,7.0,3,29,24,9,100,0.32,0.0466476151587624,48.46
4-10-13-2-12,4,10.0,13.0,2,12,8,5,100,0.32,0.0466476151587624,48.28
2-3-7-2-28,2,3.0,7.0,2,28,23,1,100,0.32,0.0466476151587624,49.66
2-7-11-4-34,2,7.0,11.0,4,34,32,2,100,0.32,0.0466476151587624,49.67
3-2-7-2-20,3,2.0,7.0,2,20,12,1,100,0.32,0.0466476151587624,52.23
3-8-13-3-50,3,8.0,13.0,3,50,35,12,100,0.32,0.0466476151587624,49.92
2-2-10-5-42,2,2.0,10.0,5,42,35,1,100,0.32,0.0466476151587624,48.86
2-2-11-5-28,2,2.0,11.0,5,28,25,2,100,0.32,0.0466476151587624,45.81
2-0-9-2-13,2,0.0,9.0,2,13,0,3,100,0.32,0.0466476151587624,48.59
3-7-10-4-32,3,7.0,10.0,4,32,15,2,100,0.32,0.0466476151587624,47.87
2-5-9-4-41,2,5.0,9.0,4,41,29,7,100,0.32,0.0466476151587624,47.32
3-5-11-3-50,3,5.0,11.0,3,50,46,2,100,0.32,0.0466476151587624,53.29
1-2-2-5-24,1,2.0,2.0,5,24,21,2,100,0.32,0.0466476151587624,50.91
3-6-9-2-41,3,6.0,9.0,2,41,18,5,100,0.32,0.0466476151587624,49.06
3-3-9-3-33,3,3.0,9.0,3,33,18,14,100,0.32,0.0466476151587624,50.63
2-9-11-3-56,2,9.0,11.0,3,56,46,4,100,0.32,0.0466476151587624,49.82
3-6-13-3-47,3,6.0,13.0,3,47,41,11,100,0.32,0.0466476151587624,53.51
2-2-4-3-9,2,2.0,4.0,3,9,4,9,300,0.32,0.02693201316896554,50.46666666666667
2-4-13-3-38,2,4.0,13.0,3,38,36,16,100,0.32,0.0466476151587624,50.77
2-1-10-3-31,2,1.0,10.0,3,31,24,17,400,0.32,0.0233238075793812,50.2175
2-5-10-4-16,2,5.0,10.0,4,16,10,4,100,0.32,0.0466476151587624,45.36
2-6-10-3-17,2,6.0,10.0,3,17,11,5,100,0.32,0.0466476151587624,46.68
2-8-11-4-46,2,8.0,11.0,4,46,35,9,100,0.32,0.0466476151587624,48.71
2-4-13-3-26,2,4.0,13.0,3,26,24,17,200,0.32,0.03298484500494128,48.07
4-5-13-2-56,4,5.0,13.0,2,56,43,2,100,0.32,0.0466476151587624,52.35
2-1-6-2-13,2,1.0,6.0,2,13,8,1,100,0.32,0.0466476151587624,50.69
2-2-8-3-53,2,2.0,8.0,3,53,39,7,100,0.32,0.0466476151587624,51.61
2-10-12-4-44,2,10.0,12.0,4,44,40,1,100,0.32,0.0466476151587624,48.21
3-5-9-4-29,3,5.0,9.0,4,29,15,6,100,0.32,0.0466476151587624,50.99
2-2-6-4-36,2,2.0,6.0,4,36,31,5,200,0.32,0.03298484500494128,50.315
2-6-13-4-28,2,6.0,13.0,4,28,26,5,100,0.32,0.0466476151587624,49.43
2-3-4-3-33,2,3.0,4.0,3,33,28,8,200,0.32,0.03298484500494128,48.905
3-3-12-3-40,3,3.0,12.0,3,40,35,12,100,0.32,0.0466476151587624,50.72
1-4-4-4-52,1,4.0,4.0,4,52,50,1,100,0.32,0.0466476151587624,50.13
4-9-13-3-20,4,9.0,13.0,3,20,10,1,100,0.32,0.0466476151587624,47.99
1-9-9-3-50,1,9.0,9.0,3,50,40,13,100,0.32,0.0466476151587624,50.97
2-6-8-2-52,2,6.0,8.0,2,52,39,1,100,0.32,0.0466476151587624,47.44
3-6-9-4-39,3,6.0,9.0,4,39,25,1,100,0.32,0.0466476151587624,51.05
2-3-9-2-24,2,3.0,9.0,2,24,11,1,100,0.32,0.0466476151587624,50.45
3-3-8-2-30,3,3.0,8.0,2,30,14,39,400,0.32,0.0233238075793812,48.455
3-4-10-2-36,3,4.0,10.0,2,36,20,5,100,0.32,0.0466476151587624,49.13
3-4-13-3-21,3,4.0,13.0,3,21,8,24,300,0.32,0.02693201316896554,47.50666666666667
2-2-3-4-21,2,2.0,3.0,4,21,15,9,100,0.32,0.0466476151587624,48.1
4-7-13-2-17,4,7.0,13.0,2,17,4,37,700,0.32,0.01763114128061887,50.13142857142857
2-6-11-4-12,2,6.0,11.0,4,12,10,2,100,0.32,0.0466476151587624,45.88
3-8-10-4-46,3,8.0,10.0,4,46,21,2,100,0.32,0.0466476151587624,48.72
1-8-8-5-50,1,8.0,8.0,5,50,39,2,100,0.32,0.0466476151587624,47.46
2-0-7-4-9,2,0.0,7.0,4,9,4,3,100,0.32,0.0466476151587624,50.26
2-2-6-4-38,2,2.0,6.0,4,38,33,2,100,0.32,0.0466476151587624,50.62
2-4-7-2-12,2,4.0,7.0,2,12,8,2,100,0.32,0.0466476151587624,46.88
3-3-11-2-7,3,3.0,11.0,2,7,0,2,100,0.32,0.0466476151587624,47.07
3-2-12-4-21,3,2.0,12.0,4,21,14,2,100,0.32,0.0466476151587624,52.83
2-4-5-4-28,2,4.0,5.0,4,28,24,3,100,0.32,0.0466476151587624,47.91
4-5-10-3-26,4,5.0,10.0,3,26,8,2,100,0.32,0.0466476151587624,51.37
2-2-13-4-17,2,2.0,13.0,4,17,14,2,100,0.32,0.0466476151587624,48.4
2-5-8-4-44,2,5.0,8.0,4,44,31,4,100,0.32,0.0466476151587624,47.36
2-3-7-2-5,2,3.0,7.0,2,5,0,2,100,0.32,0.0466476151587624,46.92
2-1-7-2-17,2,1.0,7.0,2,17,12,1,100,0.32,0.0466476151587624,48.62
2-4-13-3-43,2,4.0,13.0,3,43,41,3,100,0.32,0.0466476151587624,51.82
2-7-13-3-52,2,7.0,13.0,3,52,50,1,100,0.32,0.0466476151587624,47.92
2-9-11-3-50,2,9.0,11.0,3,50,40,4,100,0.32,0.0466476151587624,49.34
3-3-13-4-13,3,3.0,13.0,4,13,10,2,100,0.32,0.0466476151587624,49.42
3-4-11-3-48,3,4.0,11.0,3,48,35,7,100,0.32,0.0466476151587624,48.06
2-11-12-3-32,2,11.0,12.0,3,32,32,13,100,0.32,0.0466476151587624,48.75
2-4-13-3-36,2,4.0,13.0,3,36,34,1,100,0.32,0.0466476151587624,48.39
2-6-8-2-39,2,6.0,8.0,2,39,26,8,100,0.32,0.0466476151587624,51.33
3-5-12-4-25,3,5.0,12.0,4,25,21,6,100,0.32,0.0466476151587624,48.99
3-4-9-3-31,3,4.0,9.0,3,31,8,5,100,0.32,0.0466476151587624,48.18
2-7-12-2-17,2,7.0,12.0,2,17,15,6,100,0.32,0.0466476151587624,49.54
3-6-11-4-44,3,6.0,11.0,4,44,31,1,100,0.32,0.0466476151587624,52.26
2-5-12-4-10,2,5.0,12.0,4,10,8,2,100,0.32,0.0466476151587624,46.49
3-4-13-3-13,3,4.0,13.0,3,13,11,10,200,0.32,0.03298484500494128,49.7
2-5-8-2-42,2,5.0,8.0,2,42,29,6,100,0.32,0.0466476151587624,48.02
4-4-13-4-16,4,4.0,13.0,4,16,10,1,100,0.32,0.0466476151587624,46.96
2-2-10-4-36,2,2.0,10.0,4,36,29,8,200,0.32,0.03298484500494128,47.68
2-6-8-4-28,2,6.0,8.0,4,28,15,6,100,0.32,0.0466476151587624,44.17
2-0-6-4-20,2,0.0,6.0,4,20,15,5,100,0.32,0.0466476151587624,52.75
3-3-13-3-31,3,3.0,13.0,3,31,28,27,100,0.32,0.0466476151587624,52.81
3-4-12-4-27,3,4.0,12.0,4,27,14,13,200,0.32,0.03298484500494128,50.69
3-8-13-4-25,3,8.0,13.0,4,25,14,4,100,0.32,0.0466476151587624,45.99
2-3-13-3-22,2,3.0,13.0,3,22,19,15,100,0.32,0.0466476151587624,49.91
2-4-13-2-12,2,4.0,13.0,2,12,10,4,100,0.32,0.0466476151587624,48.85
3-1-13-5-22,3,1.0,13.0,5,22,15,1,100,0.32,0.0466476151587624,48.06
4-6-13-4-34,4,6.0,13.0,4,34,21,1,100,0.32,0.0466476151587624,52.1
3-6-10-3-27,3,6.0,10.0,3,27,19,8,100,0.32,0.0466476151587624,49.78
3-4-10-4-30,3,4.0,10.0,4,30,14,5,100,0.32,0.0466476151587624,48.33
2-5-12-2-13,2,5.0,12.0,2,13,11,5,100,0.32,0.0466476151587624,49.71
2-4-9-2-37,2,4.0,9.0,2,37,25,6,100,0.32,0.0466476151587624,50.53
2-4-9-3-34,2,4.0,9.0,3,34,22,8,200,0.32,0.03298484500494128,49.95
2-9-11-3-49,2,9.0,11.0,3,49,39,5,100,0.32,0.0466476151587624,51.26
2-2-13-2-17,2,2.0,13.0,2,17,14,4,100,0.32,0.0466476151587624,50.5
2-0-3-4-16,2,0.0,3.0,4,16,10,2,100,0.32,0.0466476151587624,52.03
2-0-13-3-13,2,0.0,13.0,3,13,10,5,100,0.32,0.0466476151587624,50.48
1-12-12-3-44,1,12.0,12.0,3,44,44,3,100,0.32,0.0466476151587624,48.0
2-4-6-3-38,2,4.0,6.0,3,38,34,1,100,0.32,0.0466476151587624,50.22
4-3-9-2-63,4,3.0,9.0,2,63,37,2,100,0.32,0.0466476151587624,53.08
1-0-0-5-18,1,0.0,0.0,5,18,15,1,100,0.32,0.0466476151587624,49.43
3-5-10-2-35,3,5.0,10.0,2,35,19,9,100,0.32,0.0466476151587624,50.05
3-8-12-3-19,3,8.0,12.0,3,19,4,9,100,0.32,0.0466476151587624,48.56
3-5-12-4-13,3,5.0,12.0,4,13,11,3,100,0.32,0.0466476151587624,48.38
2-1-12-2-13,2,1.0,12.0,2,13,10,3,100,0.32,0.0466476151587624,52.47
2-5-13-2-43,2,5.0,13.0,2,43,41,1,100,0.32,0.0466476151587624,49.23
2-5-8-4-27,2,5.0,8.0,4,27,14,7,100,0.32,0.0466476151587624,45.73
4-4-12-2-14,4,4.0,12.0,2,14,10,35,100,0.32,0.0466476151587624,51.47
2-2-5-3-15,2,2.0,5.0,3,15,10,7,100,0.32,0.0466476151587624,49.4
1-3-3-3-49,1,3.0,3.0,3,49,46,19,100,0.32,0.0466476151587624,53.72
2-5-13-2-22,2,5.0,13.0,2,22,20,2,100,0.32,0.0466476151587624,49.74
3-7-12-5-31,3,7.0,12.0,5,31,25,2,100,0.32,0.0466476151587624,48.47
3-3-13-2-9,3,3.0,13.0,2,9,4,17,100,0.32,0.0466476151587624,54.08
3-2-13-4-35,3,2.0,13.0,4,35,21,2,100,0.32,0.0466476151587624,51.37
2-10-11-4-33,2,10.0,11.0,4,33,29,5,100,0.32,0.0466476151587624,48.04
2-2-13-3-34,2,2.0,13.0,3,34,31,10,100,0.32,0.0466476151587624,51.64
2-1-9-4-27,2,1.0,9.0,4,27,14,8,100,0.32,0.0466476151587624,49.75
2-8-12-2-25,2,8.0,12.0,2,25,14,2,100,0.32,0.0466476151587624,43.45
2-4-6-3-22,2,4.0,6.0,3,22,18,15,100,0.32,0.0466476151587624,44.48
2-6-13-2-31,2,6.0,13.0,2,31,29,6,100,0.32,0.0466476151587624,50.49
2-4-13-4-26,2,4.0,13.0,4,26,24,3,100,0.32,0.0466476151587624,49.12
3-7-11-4-23,3,7.0,11.0,4,23,11,2,100,0.32,0.0466476151587624,47.94
4-5-10-2-35,4,5.0,10.0,2,35,8,8,100,0.32,0.0466476151587624,51.69
2-9-10-3-66,2,9.0,10.0,3,66,52,1,100,0.32,0.0466476151587624,50.84
2-8-10-2-34,2,8.0,10.0,2,34,19,3,100,0.32,0.0466476151587624,50.33
2-2-5-2-33,2,2.0,5.0,2,33,28,2,100,0.32,0.0466476151587624,50.04
2-10-11-3-54,2,10.0,11.0,3,54,50,2,100,0.32,0.0466476151587624,48.11
2-4-7-4-28,2,4.0,7.0,4,28,24,4,100,0.32,0.0466476151587624,47.24
4-7-13-2-29,4,7.0,13.0,2,29,23,1,100,0.32,0.0466476151587624,46.68
2-8-10-4-57,2,8.0,10.0,4,57,42,1,100,0.32,0.0466476151587624,51.69
1-0-0-4-7,1,0.0,0.0,4,7,4,1,100,0.32,0.0466476151587624,48.0
3-6-10-4-36,3,6.0,10.0,4,36,19,1,100,0.32,0.0466476151587624,48.18
2-2-8-4-37,2,2.0,8.0,4,37,23,1,100,0.32,0.0466476151587624,48.09
3-8-12-3-22,3,8.0,12.0,3,22,11,5,100,0.32,0.0466476151587624,49.41
2-4-7-3-18,2,4.0,7.0,3,18,14,15,100,0.32,0.0466476151587624,48.88
4-8-12-2-23,4,8.0,12.0,2,23,8,1,100,0.32,0.0466476151587624,48.37
3-11-13-3-21,3,11.0,13.0,3,21,21,8,100,0.32,0.0466476151587624,51.49
2-0-10-4-18,2,0.0,10.0,4,18,11,1,100,0.32,0.0466476151587624,50.84
2-8-9-2-32,2,8.0,9.0,2,32,11,3,100,0.32,0.0466476151587624,51.13
2-3-5-2-29,2,3.0,5.0,2,29,24,5,100,0.32,0.0466476151587624,49.72
3-4-11-3-18,3,4.0,11.0,3,18,14,38,200,0.32,0.03298484500494128,50.355
2-6-8-3-47,2,6.0,8.0,3,47,34,2,100,0.32,0.0466476151587624,48.43
2-3-12-3-42,2,3.0,12.0,3,42,39,4,100,0.32,0.0466476151587624,51.46
2-9-12-3-45,2,9.0,12.0,3,45,35,19,200,0.32,0.03298484500494128,47.46
2-3-4-3-39,2,3.0,4.0,3,39,34,5,100,0.32,0.0466476151587624,46.56
1-3-3-5-43,1,3.0,3.0,5,43,40,1,100,0.32,0.0466476151587624,50.14
3-2-11-4-24,3,2.0,11.0,4,24,19,2,100,0.32,0.0466476151587624,52.54
2-4-7-3-4,2,4.0,7.0,3,4,0,1,100,0.32,0.0466476151587624,46.42
2-1-4-2-9,2,1.0,4.0,2,9,4,1,100,0.32,0.0466476151587624,50.3
3-5-7-3-16,3,5.0,7.0,3,16,10,7,100,0.32,0.0466476151587624,47.44
2-0-8-2-34,2,0.0,8.0,2,34,20,2,100,0.32,0.0466476151587624,50.23
4-6-13-3-16,4,6.0,13.0,3,16,4,13,100,0.32,0.0466476151587624,51.53
3-8-13-2-34,3,8.0,13.0,2,34,19,5,100,0.32,0.0466476151587624,48.22
2-2-9-4-41,2,2.0,9.0,4,41,28,2,100,0.32,0.0466476151587624,48.14
3-4-10-4-21,3,4.0,10.0,4,21,4,1,100,0.32,0.0466476151587624,50.51
2-9-11-4-36,2,9.0,11.0,4,36,26,1,100,0.32,0.0466476151587624,50.12
4-6-13-3-14,4,6.0,13.0,3,14,10,7,100,0.32,0.0466476151587624,48.35
3-4-11-4-19,3,4.0,11.0,4,19,15,6,200,0.32,0.03298484500494128,49.22
2-6-9-4-43,2,6.0,9.0,4,43,31,2,100,0.32,0.0466476151587624,47.57
4-6-11-4-22,4,6.0,11.0,4,22,14,1,100,0.32,0.0466476151587624,50.19
3-5-11-3-37,3,5.0,11.0,3,37,31,30,100,0.32,0.0466476151587624,50.21
2-1-2-5-20,2,1.0,2.0,5,20,14,2,100,0.32,0.0466476151587624,51.03
2-2-3-2-14,2,2.0,3.0,2,14,8,1,100,0.32,0.0466476151587624,49.67
3-4-7-4-20,3,4.0,7.0,4,20,14,3,100,0.32,0.0466476151587624,49.91
2-3-8-4-24,2,3.0,8.0,4,24,10,1,100,0.32,0.0466476151587624,48.58
2-7-12-2-33,2,7.0,12.0,2,33,31,2,100,0.32,0.0466476151587624,49.37
2-4-8-4-32,2,4.0,8.0,4,32,19,6,200,0.32,0.03298484500494128,48.82
2-10-13-3-19,2,10.0,13.0,3,19,15,24,100,0.32,0.0466476151587624,45.8
2-5-12-2-21,2,5.0,12.0,2,21,19,1,100,0.32,0.0466476151587624,47.31
4-5-11-2-17,4,5.0,11.0,2,17,0,3,100,0.32,0.0466476151587624,48.29
3-3-6-4-17,3,3.0,6.0,4,17,10,3,200,0.32,0.03298484500494128,51.43
2-3-5-3-29,2,3.0,5.0,3,29,24,12,200,0.32,0.03298484500494128,50.155
2-0-11-3-27,2,0.0,11.0,3,27,24,18,300,0.32,0.02693201316896554,50.49
2-2-8-2-43,2,2.0,8.0,2,43,29,8,100,0.32,0.0466476151587624,49.35
2-7-12-3-21,2,7.0,12.0,3,21,19,15,200,0.32,0.03298484500494128,49.06
2-2-12-2-41,2,2.0,12.0,2,41,38,2,100,0.32,0.0466476151587624,49.43
2-3-8-4-49,2,3.0,8.0,4,49,35,4,100,0.32,0.0466476151587624,49.15
3-6-13-3-4,3,6.0,13.0,3,4,0,2,100,0.32,0.0466476151587624,49.43
1-12-12-3-40,1,12.0,12.0,3,40,40,14,100,0.32,0.0466476151587624,49.81
3-6-11-2-8,3,6.0,11.0,2,8,4,11,100,0.32,0.0466476151587624,47.04
3-2-9-4-33,3,2.0,9.0,4,33,18,3,100,0.32,0.0466476151587624,48.27
2-8-12-4-33,2,8.0,12.0,4,33,22,2,200,0.32,0.03298484500494128,52.365
3-5-9-2-18,3,5.0,9.0,2,18,4,11,200,0.32,0.03298484500494128,49.205
2-5-12-3-23,2,5.0,12.0,3,23,21,27,300,0.32,0.02693201316896554,47.01
2-0-7-4-29,2,0.0,7.0,4,29,24,4,200,0.32,0.03298484500494128,51.34
2-4-5-2-42,2,4.0,5.0,2,42,38,1,100,0.32,0.0466476151587624,50.49
2-9-13-3-51,2,9.0,13.0,3,51,41,4,100,0.32,0.0466476151587624,52.19
3-3-9-5-29,3,3.0,9.0,5,29,14,1,100,0.32,0.0466476151587624,50.57
2-4-7-3-54,2,4.0,7.0,3,54,50,1,100,0.32,0.0466476151587624,51.31
3-4-9-3-51,3,4.0,9.0,3,51,28,3,100,0.32,0.0466476151587624,50.3
2-2-9-4-32,2,2.0,9.0,4,32,19,4,100,0.32,0.0466476151587624,49.09
2-6-9-5-47,2,6.0,9.0,5,47,35,1,100,0.32,0.0466476151587624,49.75
2-9-12-4-51,2,9.0,12.0,4,51,41,1,100,0.32,0.0466476151587624,47.33
2-3-8-3-36,2,3.0,8.0,3,36,22,15,100,0.32,0.0466476151587624,49.09
2-12-13-3-42,2,12.0,13.0,3,42,42,7,100,0.32,0.0466476151587624,50.1
3-8-10-3-53,3,8.0,10.0,3,53,28,5,100,0.32,0.0466476151587624,48.17
3-1-12-4-13,3,1.0,12.0,4,13,10,2,100,0.32,0.0466476151587624,49.61
2-8-11-3-56,2,8.0,11.0,3,56,45,2,100,0.32,0.0466476151587624,49.7
2-11-12-3-46,2,11.0,12.0,3,46,46,5,100,0.32,0.0466476151587624,53.3
2-1-12-4-24,2,1.0,12.0,4,24,21,9,100,0.32,0.0466476151587624,50.09
3-2-8-3-20,3,2.0,8.0,3,20,4,10,100,0.32,0.0466476151587624,48.26
2-10-12-4-30,2,10.0,12.0,4,30,26,4,100,0.32,0.0466476151587624,52.62
4-6-12-2-56,4,6.0,12.0,2,56,33,2,100,0.32,0.0466476151587624,51.39
2-6-10-2-51,2,6.0,10.0,2,51,45,2,100,0.32,0.0466476151587624,48.39
2-0-7-4-23,2,0.0,7.0,4,23,18,2,100,0.32,0.0466476151587624,49.15
3-8-10-2-35,3,8.0,10.0,2,35,10,6,100,0.32,0.0466476151587624,46.49
3-7-11-3-34,3,7.0,11.0,3,34,21,8,100,0.32,0.0466476151587624,48.97
2-11-12-3-29,2,11.0,12.0,3,29,29,11,100,0.32,0.0466476151587624,46.69
3-6-11-4-23,3,6.0,11.0,4,23,11,1,100,0.32,0.0466476151587624,49.93
3-6-10-4-52,3,6.0,10.0,4,52,35,2,100,0.32,0.0466476151587624,50.82
3-4-13-4-42,3,4.0,13.0,4,42,29,1,100,0.32,0.0466476151587624,51.49
2-1-6-4-23,2,1.0,6.0,4,23,18,7,100,0.32,0.0466476151587624,51.56
3-6-8-3-37,3,6.0,8.0,3,37,22,5,100,0.32,0.0466476151587624,50.84
3-4-10-3-35,3,4.0,10.0,3,35,18,12,100,0.32,0.0466476151587624,49.15
2-6-8-2-42,2,6.0,8.0,2,42,29,5,100,0.32,0.0466476151587624,51.28
2-7-11-3-26,2,7.0,11.0,3,26,24,21,100,0.32,0.0466476151587624,48.63
3-4-7-3-14,3,4.0,7.0,3,14,8,8,100,0.32,0.0466476151587624,52.22
3-5-13-5-21,3,5.0,13.0,5,21,15,1,100,0.32,0.0466476151587624,48.79
3-4-8-4-25,3,4.0,8.0,4,25,10,2,100,0.32,0.0466476151587624,50.1
2-4-11-3-25,2,4.0,11.0,3,25,23,3,100,0.32,0.0466476151587624,49.09
1-1-1-3-15,1,1.0,1.0,3,15,12,2,100,0.32,0.0466476151587624,48.08
3-4-12-2-22,3,4.0,12.0,2,22,18,29,800,0.31875,0.0164753011163681,48.57125
2-6-11-3-27,2,6.0,11.0,3,27,25,48,600,0.3183333333333333,0.01901741404705269,50.045
4-5-13-2-12,4,5.0,13.0,2,12,8,32,500,0.318,0.020826713614970557,49.916
2-9-13-3-31,2,9.0,13.0,3,31,21,22,500,0.318,0.020826713614970557,49.722
3-4-9-3-28,3,4.0,9.0,3,28,14,30,500,0.318,0.020826713614970557,48.5
3-7-13-3-17,3,7.0,13.0,3,17,4,41,900,0.3177777777777777,0.015520418870650332,46.69
2-8-11-3-30,2,8.0,11.0,3,30,19,19,400,0.3175,0.023275187969165792,46.8275
2-7-12-4-27,2,7.0,12.0,4,27,25,19,800,0.3175,0.01645804324638868,47.98125
3-2-8-2-24,3,2.0,8.0,2,24,8,21,800,0.3175,0.01645804324638868,49.32125
3-4-12-3-16,3,4.0,12.0,3,16,14,25,400,0.3175,0.023275187969165792,48.925
1-4-4-3-37,1,4.0,4.0,3,37,35,54,1200,0.3175,0.013437936039437008,48.59916666666667
3-4-12-2-20,3,4.0,12.0,2,20,18,22,400,0.3175,0.023275187969165792,47.87
3-4-10-3-27,3,4.0,10.0,3,27,11,17,400,0.3175,0.023275187969165792,48.2525
3-6-13-3-37,3,6.0,13.0,3,37,31,38,400,0.3175,0.023275187969165792,49.455
2-5-12-3-24,2,5.0,12.0,3,24,22,11,400,0.3175,0.023275187969165792,49.425
3-4-11-3-17,3,4.0,11.0,3,17,4,12,400,0.3175,0.023275187969165792,48.2375
3-7-13-2-37,3,7.0,13.0,2,37,25,27,400,0.3175,0.023275187969165792,49.13
3-5-13-3-14,3,5.0,13.0,3,14,8,16,400,0.3175,0.023275187969165792,48.3675
3-4-9-2-25,3,4.0,9.0,2,25,11,15,400,0.3175,0.023275187969165792,50.7225
2-2-12-3-23,2,2.0,12.0,3,23,20,10,300,0.3166666666666666,0.026856959922826263,48.70666666666666
3-6-11-2-28,3,6.0,11.0,2,28,24,27,300,0.3166666666666666,0.026856959922826263,50.02666666666666
2-3-11-4-32,2,3.0,11.0,4,32,29,8,300,0.3166666666666666,0.026856959922826263,48.9
1-4-4-4-28,1,4.0,4.0,4,28,26,14,300,0.3166666666666666,0.026856959922826263,48.66333333333333
4-9-13-2-28,4,9.0,13.0,2,28,14,11,300,0.3166666666666666,0.026856959922826263,49.67333333333333
3-2-13-2-44,3,2.0,13.0,2,44,30,10,300,0.3166666666666666,0.026856959922826263,50.38333333333333
2-7-10-3-45,2,7.0,10.0,3,45,39,10,300,0.3166666666666666,0.026856959922826263,48.693333333333335
3-7-12-2-30,3,7.0,12.0,2,30,18,10,300,0.3166666666666666,0.026856959922826263,49.156666666666666
3-5-13-3-15,3,5.0,13.0,3,15,11,9,300,0.3166666666666666,0.026856959922826263,49.32333333333333
2-4-12-2-21,2,4.0,12.0,2,21,19,6,300,0.3166666666666666,0.026856959922826263,48.96
2-8-10-3-45,2,8.0,10.0,3,45,30,6,300,0.3166666666666666,0.026856959922826263,52.20333333333333
3-2-9-2-19,3,2.0,9.0,2,19,4,28,300,0.3166666666666666,0.026856959922826263,49.06666666666667
3-5-12-3-19,3,5.0,12.0,3,19,15,27,300,0.3166666666666666,0.026856959922826263,47.45
2-10-12-3-36,2,10.0,12.0,3,36,32,14,300,0.3166666666666666,0.026856959922826263,47.87
2-3-8-3-39,2,3.0,8.0,3,39,25,55,300,0.3166666666666666,0.026856959922826263,50.406666666666666
2-7-10-3-41,2,7.0,10.0,3,41,35,20,600,0.3166666666666666,0.018990738483485786,48.89
2-7-11-2-27,2,7.0,11.0,2,27,25,12,300,0.3166666666666666,0.026856959922826263,49.14666666666667
2-0-8-3-28,2,0.0,8.0,3,28,14,19,300,0.3166666666666666,0.026856959922826263,50.39666666666667
2-1-11-2-21,2,1.0,11.0,2,21,18,8,300,0.3166666666666666,0.026856959922826263,51.34
2-5-8-4-38,2,5.0,8.0,4,38,25,13,300,0.3166666666666666,0.026856959922826263,46.97
1-2-2-3-28,1,2.0,2.0,3,28,25,57,1000,0.316,0.014701836619960105,50.018
3-4-9-2-47,3,4.0,9.0,2,47,24,9,500,0.316,0.020791536739741004,48.954
3-8-13-3-42,3,8.0,13.0,3,42,21,20,500,0.316,0.020791536739741004,49.894
3-4-13-2-24,3,4.0,13.0,2,24,18,32,500,0.316,0.020791536739741004,48.726
3-6-12-3-27,3,6.0,12.0,3,27,21,67,900,0.3155555555555555,0.01549122500405311,49.394444444444446
1-4-4-4-37,1,4.0,4.0,4,37,35,18,200,0.315,0.032846232660687286,50.74
2-10-12-2-35,2,10.0,12.0,2,35,31,4,200,0.315,0.032846232660687286,47.99
4-9-13-2-24,4,9.0,13.0,2,24,14,18,200,0.315,0.032846232660687286,48.93
3-3-10-2-36,3,3.0,10.0,2,36,18,8,200,0.315,0.032846232660687286,49.695
2-4-12-2-27,2,4.0,12.0,2,27,25,7,200,0.315,0.032846232660687286,48.245
3-2-12-4-13,3,2.0,12.0,4,13,8,4,200,0.315,0.032846232660687286,48.785
3-8-12-3-26,3,8.0,12.0,3,26,15,15,200,0.315,0.032846232660687286,47.56
2-7-11-3-33,2,7.0,11.0,3,33,31,19,200,0.315,0.032846232660687286,47.855
3-3-9-2-29,3,3.0,9.0,2,29,14,38,400,0.315,0.023225793850803037,49.9425
3-8-13-3-32,3,8.0,13.0,3,32,21,24,400,0.315,0.023225793850803037,49.2725
3-2-11-4-28,3,2.0,11.0,4,28,14,8,200,0.315,0.032846232660687286,48.92
3-1-11-3-11,3,1.0,11.0,3,11,4,7,200,0.315,0.032846232660687286,50.355
2-0-10-3-11,2,0.0,10.0,3,11,4,11,200,0.315,0.032846232660687286,50.045
2-6-7-3-33,2,6.0,7.0,3,33,29,20,600,0.315,0.01896378126851288,50.888333333333335
1-5-5-3-44,1,5.0,5.0,3,44,42,21,200,0.315,0.032846232660687286,49.555
3-9-12-2-32,3,9.0,12.0,2,32,18,10,200,0.315,0.032846232660687286,49.58
2-1-6-3-25,2,1.0,6.0,3,25,20,6,200,0.315,0.032846232660687286,49.395
2-3-13-2-34,2,3.0,13.0,2,34,31,5,200,0.315,0.032846232660687286,50.685
2-7-9-3-27,2,7.0,9.0,3,27,15,22,200,0.315,0.032846232660687286,48.585
3-5-11-2-23,3,5.0,11.0,2,23,11,23,400,0.315,0.023225793850803037,48.275
3-8-12-2-26,3,8.0,12.0,2,26,15,15,200,0.315,0.032846232660687286,48.675
2-0-10-4-25,2,0.0,10.0,4,25,18,7,200,0.315,0.032846232660687286,51.74
2-2-3-4-20,2,2.0,3.0,4,20,14,9,200,0.315,0.032846232660687286,48.875
3-7-11-2-17,3,7.0,11.0,2,17,4,7,200,0.315,0.032846232660687286,46.03
2-4-5-3-32,2,4.0,5.0,3,32,28,10,200,0.315,0.032846232660687286,48.82
